id,pool_id,timeframe,timestamp,datetime,open_price,high_price,low_price,close_price,volume_usd,metadata_json
643,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759386600,2025-10-02 00:30:00-06,0.00002164,0.00002330,0.00002164,0.00002330,677.13,{}
644,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759387500,2025-10-02 00:45:00-06,0.00002330,0.00002436,0.00002330,0.00002436,8.31,{}
645,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759388400,2025-10-02 01:00:00-06,0.00002436,0.00002436,0.00002426,0.00002426,37.48,{}
646,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759389300,2025-10-02 01:15:00-06,0.00002426,0.00002441,0.00002426,0.00002441,4.94,{}
647,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759390200,2025-10-02 01:30:00-06,0.00002441,0.00002441,0.00002404,0.00002404,1.09,{}
648,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759391100,2025-10-02 01:45:00-06,0.00002404,0.00002404,0.00002254,0.00002254,626.27,{}
649,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759392000,2025-10-02 02:00:00-06,0.00002254,0.00002254,0.00002112,0.00002125,110.03,{}
650,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759392900,2025-10-02 02:15:00-06,0.00002125,0.00002156,0.00002125,0.00002156,110.31,{}
651,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759394700,2025-10-02 02:45:00-06,0.00002156,0.00002701,0.00002156,0.00002419,1826.97,{}
652,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759397400,2025-10-02 03:30:00-06,0.00002419,0.00002449,0.00002408,0.00002449,49.33,{}
653,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759398300,2025-10-02 03:45:00-06,0.00002449,0.00002474,0.00002449,0.00002474,39.41,{}
654,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759399200,2025-10-02 04:00:00-06,0.00002474,0.00002478,0.00002442,0.00002442,27.95,{}
655,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759401000,2025-10-02 04:30:00-06,0.00002442,0.00002442,0.00002439,0.00002439,9.49,{}
656,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759402800,2025-10-02 05:00:00-06,0.00002439,0.00002439,0.00002433,0.00002433,1.95,{}
657,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759403700,2025-10-02 05:15:00-06,0.00002433,0.00002608,0.00002433,0.00002608,622.17,{}
658,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759404600,2025-10-02 05:30:00-06,0.00002608,0.00002725,0.00002608,0.00002725,10.92,{}
659,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759405500,2025-10-02 05:45:00-06,0.00002725,0.00002803,0.00002725,0.00002792,137.72,{}
660,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759406400,2025-10-02 06:00:00-06,0.00002792,0.00002792,0.00002789,0.00002789,8.31,{}
661,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759407300,2025-10-02 06:15:00-06,0.00002789,0.00002854,0.00002789,0.00002854,84.07,{}
662,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759408200,2025-10-02 06:30:00-06,0.00002854,0.00002906,0.00002803,0.00002803,444.00,{}
663,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759410000,2025-10-02 07:00:00-06,0.00002803,0.00002858,0.00002783,0.00002783,12.60,{}
664,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759410900,2025-10-02 07:15:00-06,0.00002783,0.00002783,0.00002768,0.00002768,10.14,{}
665,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759412700,2025-10-02 07:45:00-06,0.00002768,0.00002768,0.00002688,0.00002688,213.38,{}
666,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759414500,2025-10-02 08:15:00-06,0.00002688,0.00002688,0.00002663,0.00002663,0.09,{}
667,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759415400,2025-10-02 08:30:00-06,0.00002663,0.00002835,0.00002663,0.00002835,390.31,{}
668,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759416300,2025-10-02 08:45:00-06,0.00002835,0.00002899,0.00002835,0.00002899,134.21,{}
669,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759417200,2025-10-02 09:00:00-06,0.00002899,0.00002899,0.00002669,0.00002669,687.75,{}
670,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759418100,2025-10-02 09:15:00-06,0.00002669,0.00002706,0.00002669,0.00002706,69.02,{}
671,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759419000,2025-10-02 09:30:00-06,0.00002706,0.00002731,0.00002706,0.00002711,32.06,{}
672,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759419900,2025-10-02 09:45:00-06,0.00002711,0.00002812,0.00002710,0.00002812,142.65,{}
673,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759422600,2025-10-02 10:30:00-06,0.00002812,0.00002880,0.00002812,0.00002880,249.41,{}
674,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759423500,2025-10-02 10:45:00-06,0.00002880,0.00003243,0.00002880,0.00003243,620.66,{}
675,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759424400,2025-10-02 11:00:00-06,0.00003243,0.00004038,0.00003243,0.00004038,1386.41,{}
676,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759425300,2025-10-02 11:15:00-06,0.00004038,0.00004099,0.00004038,0.00004099,126.01,{}
677,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759426200,2025-10-02 11:30:00-06,0.00004099,0.00004099,0.00004057,0.00004097,76.19,{}
678,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759427100,2025-10-02 11:45:00-06,0.00004097,0.00004118,0.00003810,0.00003810,657.22,{}
679,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759428000,2025-10-02 12:00:00-06,0.00003810,0.00003909,0.00003698,0.00003857,595.71,{}
680,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759428900,2025-10-02 12:15:00-06,0.00003857,0.00003969,0.00003857,0.00003969,205.09,{}
681,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759429800,2025-10-02 12:30:00-06,0.00003969,0.00003969,0.00003754,0.00003800,349.16,{}
682,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759430700,2025-10-02 12:45:00-06,0.00003800,0.00003800,0.00003696,0.00003713,355.52,{}
683,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759431600,2025-10-02 13:00:00-06,0.00003713,0.00004087,0.00003713,0.00003929,936.94,{}
684,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759432500,2025-10-02 13:15:00-06,0.00003929,0.00004242,0.00003888,0.00004134,781.95,{}
685,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759433400,2025-10-02 13:30:00-06,0.00004134,0.00004162,0.00003950,0.00003950,433.94,{}
686,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759434300,2025-10-02 13:45:00-06,0.00003950,0.00003950,0.00003909,0.00003909,3.91,{}
687,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759435200,2025-10-02 14:00:00-06,0.00003909,0.00003987,0.00003891,0.00003973,181.06,{}
688,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759436100,2025-10-02 14:15:00-06,0.00003973,0.00004677,0.00003973,0.00004677,1172.13,{}
689,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759437000,2025-10-02 14:30:00-06,0.00004677,0.00005933,0.00004620,0.00005560,2751.67,{}
690,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759437900,2025-10-02 14:45:00-06,0.00005560,0.00005571,0.00005272,0.00005272,791.88,{}
691,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759438800,2025-10-02 15:00:00-06,0.00005272,0.00005896,0.00004987,0.00004987,2123.80,{}
692,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759439700,2025-10-02 15:15:00-06,0.00004987,0.00004987,0.00004260,0.00004319,1179.08,{}
693,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759440600,2025-10-02 15:30:00-06,0.00004319,0.00004624,0.00004319,0.00004452,996.66,{}
694,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759441500,2025-10-02 15:45:00-06,0.00004452,0.00004452,0.00004230,0.00004230,327.89,{}
696,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759443300,2025-10-02 16:15:00-06,0.00004405,0.00005044,0.00004405,0.00005044,1102.76,{}
697,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759444200,2025-10-02 16:30:00-06,0.00005044,0.00005226,0.00004688,0.00004688,1664.67,{}
698,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759445100,2025-10-02 16:45:00-06,0.00004688,0.00004688,0.00004595,0.00004595,45.84,{}
699,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759446000,2025-10-02 17:00:00-06,0.00004595,0.00004680,0.00004595,0.00004680,59.28,{}
700,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759446900,2025-10-02 17:15:00-06,0.00004680,0.00004711,0.00004680,0.00004711,4.81,{}
701,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759447800,2025-10-02 17:30:00-06,0.00004711,0.00004931,0.00004711,0.00004931,365.04,{}
702,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759450500,2025-10-02 18:15:00-06,0.00004931,0.00004931,0.00004848,0.00004848,29.83,{}
703,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759451400,2025-10-02 18:30:00-06,0.00004848,0.00004908,0.00004778,0.00004778,181.85,{}
704,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759452300,2025-10-02 18:45:00-06,0.00004778,0.00004778,0.00004700,0.00004721,127.43,{}
705,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759453200,2025-10-02 19:00:00-06,0.00004721,0.00004721,0.00004666,0.00004666,3.34,{}
706,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759454100,2025-10-02 19:15:00-06,0.00004666,0.00004666,0.00004643,0.00004643,4.50,{}
707,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759455000,2025-10-02 19:30:00-06,0.00004643,0.00004643,0.00004539,0.00004539,307.06,{}
708,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759455900,2025-10-02 19:45:00-06,0.00004539,0.00004539,0.00004505,0.00004505,11.01,{}
695,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759442400,2025-10-02 16:00:00-06,0.00004230,0.00004420,0.00004230,0.00004405,517.68,{}
709,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759456800,2025-10-02 20:00:00-06,0.00004505,0.00004518,0.00004396,0.00004396,311.81,{}
710,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759457700,2025-10-02 20:15:00-06,0.00004396,0.00004396,0.00004296,0.00004296,9.94,{}
711,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759458600,2025-10-02 20:30:00-06,0.00004296,0.00004296,0.00004234,0.00004234,216.63,{}
712,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759459500,2025-10-02 20:45:00-06,0.00004234,0.00006687,0.00004234,0.00004396,12687.19,{}
713,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759460400,2025-10-02 21:00:00-06,0.00004396,0.00004396,0.00004299,0.00004299,176.11,{}
714,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759461300,2025-10-02 21:15:00-06,0.00004299,0.00004299,0.00004145,0.00004145,293.15,{}
715,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759462200,2025-10-02 21:30:00-06,0.00004145,0.00004145,0.00003708,0.00003745,871.91,{}
716,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759463100,2025-10-02 21:45:00-06,0.00003745,0.00003791,0.00003661,0.00003673,243.72,{}
717,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759464000,2025-10-02 22:00:00-06,0.00003673,0.00003673,0.00003611,0.00003650,75.88,{}
718,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759464900,2025-10-02 22:15:00-06,0.00003650,0.00003668,0.00003616,0.00003668,54.60,{}
719,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759465800,2025-10-02 22:30:00-06,0.00003668,0.00003672,0.00003587,0.00003587,96.17,{}
720,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759466700,2025-10-02 22:45:00-06,0.00003587,0.00003642,0.00003587,0.00003642,31.56,{}
721,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759467600,2025-10-02 23:00:00-06,0.00003642,0.00003650,0.00003587,0.00003587,29.99,{}
722,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759470300,2025-10-02 23:45:00-06,0.00003587,0.00003629,0.00003587,0.00003629,1.72,{}
723,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759471200,2025-10-03 00:00:00-06,0.00003629,0.00003629,0.00003583,0.00003583,4.98,{}
724,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759472100,2025-10-03 00:15:00-06,0.00003583,0.00003707,0.00003583,0.00003707,152.87,{}
725,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759473000,2025-10-03 00:30:00-06,0.00003707,0.00004026,0.00003707,0.00004026,679.10,{}
726,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759473900,2025-10-03 00:45:00-06,0.00004026,0.00004065,0.00004026,0.00004065,20.50,{}
727,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759474800,2025-10-03 01:00:00-06,0.00004065,0.00004083,0.00004065,0.00004083,97.76,{}
728,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759475700,2025-10-03 01:15:00-06,0.00004083,0.00004290,0.00004083,0.00004259,497.00,{}
729,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759476600,2025-10-03 01:30:00-06,0.00004259,0.00004259,0.00003871,0.00003871,831.80,{}
730,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759477500,2025-10-03 01:45:00-06,0.00003871,0.00003871,0.00003602,0.00003605,496.64,{}
731,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759478400,2025-10-03 02:00:00-06,0.00003605,0.00003661,0.00003605,0.00003661,80.49,{}
732,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759479300,2025-10-03 02:15:00-06,0.00003661,0.00003683,0.00003661,0.00003683,102.58,{}
733,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759480200,2025-10-03 02:30:00-06,0.00003683,0.00003834,0.00003681,0.00003834,347.41,{}
734,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759481100,2025-10-03 02:45:00-06,0.00003834,0.00004496,0.00003834,0.00004465,1283.28,{}
735,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759482000,2025-10-03 03:00:00-06,0.00004465,0.00004465,0.00004428,0.00004428,105.82,{}
736,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759483800,2025-10-03 03:30:00-06,0.00004428,0.00004465,0.00004428,0.00004465,3.06,{}
737,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759484700,2025-10-03 03:45:00-06,0.00004465,0.00004465,0.00004097,0.00004097,441.54,{}
738,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759485600,2025-10-03 04:00:00-06,0.00004097,0.00004097,0.00003741,0.00003741,788.70,{}
739,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759486500,2025-10-03 04:15:00-06,0.00003741,0.00003741,0.00003652,0.00003664,169.34,{}
740,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759487400,2025-10-03 04:30:00-06,0.00003664,0.00003688,0.00003664,0.00003688,43.87,{}
741,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759488300,2025-10-03 04:45:00-06,0.00003688,0.00003730,0.00003688,0.00003699,137.88,{}
742,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759489200,2025-10-03 05:00:00-06,0.00003699,0.00003699,0.00003656,0.00003656,44.56,{}
743,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759490100,2025-10-03 05:15:00-06,0.00003656,0.00003719,0.00003434,0.00003502,894.69,{}
744,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759491000,2025-10-03 05:30:00-06,0.00003502,0.00003524,0.00003111,0.00003111,967.65,{}
3744,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759491900,2025-10-03 05:45:00-06,0.00003111,0.00003143,0.00003111,0.00003143,49.81,{}
3745,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759492800,2025-10-03 06:00:00-06,0.00003143,0.00003206,0.00003111,0.00003111,282.98,{}
6749,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759494600,2025-10-03 06:30:00-06,0.00003111,0.00003133,0.00003088,0.00003133,53.93,{}
6750,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759496400,2025-10-03 07:00:00-06,0.00003133,0.00003142,0.00003086,0.00003142,41.33,{}
6751,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759497300,2025-10-03 07:15:00-06,0.00003142,0.00003166,0.00003142,0.00003166,37.90,{}
6752,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759498200,2025-10-03 07:30:00-06,0.00003166,0.00003196,0.00003166,0.00003196,27.44,{}
9761,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759499100,2025-10-03 07:45:00-06,0.00003196,0.00003196,0.00003137,0.00003137,62.74,{}
9762,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759500000,2025-10-03 08:00:00-06,0.00003137,0.00003137,0.00003099,0.00003099,0.85,{}
9763,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759500900,2025-10-03 08:15:00-06,0.00003099,0.00003156,0.00003080,0.00003080,445.41,{}
12775,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759501800,2025-10-03 08:30:00-06,0.00003080,0.00003080,0.00002991,0.00002991,41.87,{}
12776,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759502700,2025-10-03 08:45:00-06,0.00002991,0.00002991,0.00002937,0.00002937,185.23,{}
12777,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759504500,2025-10-03 09:15:00-06,0.00002937,0.00002937,0.00002914,0.00002914,47.39,{}
12778,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759505400,2025-10-03 09:30:00-06,0.00002914,0.00003011,0.00002914,0.00002988,158.15,{}
15796,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759507200,2025-10-03 10:00:00-06,0.00002988,0.00003113,0.00002988,0.00003113,209.54,{}
15797,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759508100,2025-10-03 10:15:00-06,0.00003113,0.00003289,0.00003113,0.00003289,357.26,{}
15798,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759509000,2025-10-03 10:30:00-06,0.00003289,0.00003289,0.00003099,0.00003099,600.30,{}
18821,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759509900,2025-10-03 10:45:00-06,0.00003099,0.00003099,0.00003031,0.00003031,202.02,{}
18822,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759510800,2025-10-03 11:00:00-06,0.00003031,0.00003031,0.00002923,0.00002939,78.37,{}
18823,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759512600,2025-10-03 11:30:00-06,0.00002939,0.00003021,0.00002939,0.00003021,63.14,{}
21850,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759513500,2025-10-03 11:45:00-06,0.00003021,0.00003021,0.00002916,0.00002916,105.21,{}
21851,solana_F5vAiFCP82RQetoxK7ax4dNQCwqk2yez6aisAbFPenJ2,15m,1759514400,2025-10-03 12:00:00-06,0.00002916,0.00002916,0.00002890,0.00002890,35.36,{}
